VoyageID,Lat,Lon,Day,Month,Year,Encounter,Species,NTried,PlaceName,Source,sequence
AV09477,-43.33,119.33,17,12,1842,Strike,Right,1,,Maury,216699
AV09477,-42.61,119.23,20,12,1842,Sight,Right,0,,Maury,216702
AV09477,-42.66,119.78,22,12,1842,Sight,Right,0,,Maury,216704
AV09477,-42.18,120.21,23,12,1842,Sight,Right,0,,Maury,216705
AV09477,-42.83,119.48,26,12,1842,Sight,Right,0,,Maury,216708
AV09477,-43.06,120,29,12,1842,Sight,Right,0,,Maury,216711
AV09477,-44.33,119.66,1,1,1843,Strike,Right,1,,Maury,216714
AV09477,-44.86,120.48,3,1,1843,Sight,Right,0,,Maury,216716
AV09477,-44.85,127.26,10,1,1843,Sight,Right,0,,Maury,216723
AV09477,-46,131.33,15,1,1843,Sight,Right,0,,Maury,216728
AV09477,-46.7,134.1,17,1,1843,Sight,Right,0,,Maury,216730
AV09477,-46.75,154.75,19,2,1843,Sight,Right,0,,Maury,216179
AV09477,-50.6,165.6,25,2,1843,Sight,Right,0,,Maury,216185
AV09477,-50.25,164.03,28,2,1843,Sight,Right,0,,Maury,216188
AV09477,-46.15,174.33,5,3,1843,Sight,Right,0,,Maury,216166
AV09477,-45.33,175.66,6,3,1843,Sight,Right,0,,Maury,216167
AV09477,-44.21,177.38,9,3,1843,Sight,Right,0,,Maury,216158
AV09477,47.83,-148.71,22,5,1843,Sight,Right,0,,Maury,216231
AV09477,48.83,-148.33,23,5,1843,Sight,Right,0,,Maury,216232
AV09477,49,-147.66,24,5,1843,Sight,Right,0,,Maury,216233
AV09477,49.33,-147,25,5,1843,Sight,Right,0,,Maury,216234
AV09477,49.76,-146.28,26,5,1843,Sight,Right,0,,Maury,216235
AV09477,49.5,-146,27,5,1843,Strike,Right,1,,Maury,216236
AV09477,49.76,-143.61,1,6,1843,Sight,Right,0,,Maury,216241
AV09477,51.16,-144.21,2,6,1843,Sight,Right,0,,Maury,216242
AV09477,52.55,-145,3,6,1843,Strike,Right,1,,Maury,216243
AV09477,52.85,-145.16,4,6,1843,Sight,Right,0,,Maury,216244
AV09477,52.8,-145.41,5,6,1843,Strike,Right,0,,Maury,216245
AV09477,53,-145.38,7,6,1843,Sight,Right,0,,Maury,216247
AV09477,53.66,-145.8,8,6,1843,Sight,Right,0,,Maury,216248
AV09477,55.35,-144.83,12,6,1843,Strike,Right,1,,Maury,216252
AV09477,55.66,-144.93,13,6,1843,Sight,Right,0,,Maury,216253
AV09477,55.78,-145.33,14,6,1843,Strike,Right,1,,Maury,216254
AV09477,56,-145.51,15,6,1843,Sight,Right,0,,Maury,216255
AV09477,56.21,-145.13,16,6,1843,Sight,Right,0,,Maury,216296
AV09477,56.55,-144.93,18,6,1843,Sight,Right,0,,Maury,216258
AV09477,56.53,-144.61,19,6,1843,Sight,Right,0,,Maury,216259
AV09477,56.58,-145,20,6,1843,Strike,Right,0,,Maury,216260
AV09477,56.58,-145.03,22,6,1843,Strike,Right,1,,Maury,216262
AV09477,56.33,-144.83,23,6,1843,Sight,Right,0,,Maury,216263
AV09477,56.65,-144.66,25,6,1843,Sight,Right,0,,Maury,216265
AV09477,57,-144.93,26,6,1843,Sight,Right,0,,Maury,216266
AV09477,56.33,-145.78,28,6,1843,Strike,Right,1,,Maury,216268
AV09477,56.63,-146.71,30,6,1843,Sight,Right,0,,Maury,216270
AV09477,56.66,-146.33,1,7,1843,Strike,Right,0,,Maury,216271
AV09477,57,-146.65,2,7,1843,Strike,Right,1,,Maury,216272
AV09477,56.83,-146.31,3,7,1843,Sight,Right,0,,Maury,216273
AV09477,56.5,-146.16,4,7,1843,Sight,Right,0,,Maury,216274
AV09477,56.95,-145.85,5,7,1843,Sight,Right,0,,Maury,216275
AV09477,56.71,-147.03,8,7,1843,Sight,Right,0,,Maury,216278
AV09477,56.71,-147.28,9,7,1843,Sight,Right,0,,Maury,216279
AV09477,55.41,-148,15,7,1843,Sight,Right,0,,Maury,216285
AV09477,56.21,-147.48,16,7,1843,Sight,Right,0,,Maury,216286
AV09477,52.83,-148.66,30,7,1843,Strike,Right,1,,Maury,216788
AV09477,52.5,-150,31,7,1843,Sight,Right,0,,Maury,216789
AV09477,52.23,-151.68,1,8,1843,Sight,Right,0,,Maury,216790
AV09477,52.5,-152.16,2,8,1843,Sight,Right,0,,Maury,216791
AV09477,52.81,-152.43,3,8,1843,Sight,Right,0,,Maury,216792
AV09477,52.18,-152.66,4,8,1843,Sight,Right,0,,Maury,216793
AV09477,52.53,-156.25,13,8,1843,Sight,Right,0,,Maury,216802
AV09477,52.36,-155.5,14,8,1843,Strike,Right,1,,Maury,216803
AV09477,52,-156,15,8,1843,Sight,Right,0,,Maury,216804
AV09477,52.33,-155.8,16,8,1843,Sight,Right,0,,Maury,216805
AV09477,53,-154.61,19,8,1843,Sight,Right,0,,Maury,216808
AV09477,53.25,-154,20,8,1843,Sight,Right,0,,Maury,216809
AV09477,52.91,-153.81,21,8,1843,Sight,Right,0,,Maury,216810
AV09477,52.98,-153.6,22,8,1843,Sight,Right,0,,Maury,216811
AV09477,53.13,-153,23,8,1843,Sight,Right,0,,Maury,216812
AV09477,53.1,-153.31,24,8,1843,Sight,Right,0,,Maury,216813
AV09477,53.48,-153,25,8,1843,Strike,Right,1,,Maury,216814
AV09477,53.66,-152.76,26,8,1843,Strike,Right,0,,Maury,216815
AV09477,54,-152.31,27,8,1843,Sight,Right,0,,Maury,216816
AV09477,53.83,-152,29,8,1843,Sight,Right,0,,Maury,216818
AV09477,54.23,-152.78,30,8,1843,Sight,Right,0,,Maury,216819
AV09477,53.33,-152.76,31,8,1843,Sight,Right,0,,Maury,216820
AV09477,53.41,-152.15,1,9,1843,Sight,Right,0,,Maury,216821
AV09477,52.66,-152,2,9,1843,Strike,Right,1,,Maury,216822
AV09477,52.26,-151.76,3,9,1843,Sight,Right,0,,Maury,216823
AV09477,53,-151.31,5,9,1843,Sight,Right,0,,Maury,216825
AV09477,53.53,-151.95,6,9,1843,Sight,Right,0,,Maury,216826
AV09477,53.58,-152.11,7,9,1843,Strike,Right,0,,Maury,216827
AV09477,53.66,-152.5,8,9,1843,Sight,Right,0,,Maury,216828
AV09477,54,-153,9,9,1843,Sight,Right,0,,Maury,216829
AV09477,54.46,-152.33,11,9,1843,Sight,Right,0,,Maury,216831
AV09477,54.55,-152.76,12,9,1843,Sight,Right,0,,Maury,216832
AV09477,52.93,-152.11,13,9,1843,Sight,Right,0,,Maury,216833
AV09477,51.38,-152.06,14,9,1843,Sight,Right,0,,Maury,216834
AV09501,-35.28,57.56,11,10,1836,Sight,Right,0,,Maury,217093
AV09501,-35.76,55.5,20,10,1836,Sight,Right,0,,Maury,217102
AV09501,-35.55,57.36,24,10,1836,Sight,Right,0,,Maury,217028
AV09501,-35.73,58.33,25,10,1836,Strike,Right,1,,Maury,217031
AV09501,-35.6,57.83,27,10,1836,Strike,Right,1,,Maury,217032
AV09501,-35.03,58.88,30,10,1836,Sight,Right,0,,Maury,217044
AV09501,-34.28,59.45,2,11,1836,Sight,Right,0,,Maury,217047
AV09501,-35.8,58.73,9,11,1836,Strike,Right,0,,Maury,217041
AV09501,-34.91,58.65,12,11,1836,Strike,Right,2,,Maury,217057
AV09501,-35.15,57.91,13,11,1836,Sight,Right,0,,Maury,217058
AV09501,-35.58,58.21,15,11,1836,Strike,Right,0,,Maury,217060
AV09501,-35.71,58.53,16,11,1836,Sight,Right,0,,Maury,217048
AV09501,-35.8,58.6,17,11,1836,Strike,Right,2,,Maury,217049
AV09501,-35.88,58.66,18,11,1836,Strike,Right,1,,Maury,217050
AV09501,-36,59.36,4,12,1836,Sight,Right,0,,Maury,217269
AV09501,-36.25,59.1,5,12,1836,Strike,Right,1,,Maury,217270
AV09501,-38.36,58.48,18,12,1836,Sight,Right,0,,Maury,217283
AV09501,-41.48,135.31,30,1,1837,Strike,Right,1,,Maury,217326
AV09501,-44.25,147.5,4,2,1837,Strike,Right,0,,Maury,217331
AV09501,-44.18,-178.85,7,4,1837,Strike,Right,0,,Maury,217245
AV09501,-44.43,-178.76,8,4,1837,Strike,Right,0,,Maury,217246
AV09501,-44.7,-178.66,9,4,1837,Strike,Right,1,,Maury,217247
AV09501,-44.78,-178.08,10,4,1837,Strike,Right,0,,Maury,217248
AV09501,-44.15,177.8,19,4,1837,Sight,Right,0,,Maury,217257
AV09501,-44.21,178.15,21,4,1837,Sight,Right,0,,Maury,217259
AV09501,-43.81,176.6,27,4,1837,Sight,Right,0,,Maury,217265
AV09501,-38.45,-170,10,11,1837,Sight,Right,0,,Maury,217420
AV09501,-38.85,-170.08,12,11,1837,Strike,Right,1,,Maury,217422
AV09501,-39.23,-169.88,13,11,1837,Strike,Right,0,,Maury,217383
AV09501,-39.1,-169.75,14,11,1837,Sight,Right,0,,Maury,217424
AV09501,-39,-170,15,11,1837,Strike,Right,0,,Maury,217385
AV09501,-39.51,-169.91,20,11,1837,Strike,Right,2,,Maury,217390
AV09501,-39.28,-169.56,21,11,1837,Sight,Right,0,,Maury,217391
AV09501,-39.41,-169.45,22,11,1837,Sight,Right,0,,Maury,217392
AV09501,-39.5,-169.9,26,11,1837,Sight,Right,0,,Maury,217396
AV09501,-40.93,-170.93,5,12,1837,Strike,Right,2,,Maury,217405
AV09501,-45.16,-177.23,26,12,1837,Sight,Right,0,,Maury,217345
AV09501,-44.9,-179,29,12,1837,Sight,Right,0,,Maury,217105
AV09501,-45.03,-178.46,31,12,1837,Strike,Right,1,,Maury,217147
AV09501,-45.31,-178.23,1,1,1838,Strike,Right,0,,Maury,217108
AV09501,-45.6,-179.6,2,1,1838,Sight,Right,0,,Maury,217109
AV09501,-45.31,-179.33,3,1,1838,Strike,Right,1,,Maury,217110
AV09501,-45.03,-179.73,5,1,1838,Sight,Right,0,,Maury,217112
AV09501,-45.21,-179.63,6,1,1838,Strike,Right,0,,Maury,217113
AV09501,-45.38,-179.26,9,1,1838,Strike,Right,2,,Maury,217116
AV09501,-45.76,-179,10,1,1838,Sight,Right,0,,Maury,217117
AV09501,-45.6,-178.83,11,1,1838,Strike,Right,1,,Maury,217118
AV09501,-44.78,-179.5,14,1,1838,Strike,Right,1,,Maury,217121
AV09501,-45.3,180,20,1,1838,Sight,Right,0,,Maury,217127
AV09501,-45.28,179.83,21,1,1838,Strike,Right,0,,Maury,217128
AV09501,-44.91,178.26,24,1,1838,Sight,Right,0,,Maury,217131
AV09501,-44.91,177.95,25,1,1838,Sight,Right,0,,Maury,217132
AV09501,-44.73,178.16,26,1,1838,Sight,Right,0,,Maury,217133
AV09501,-46.03,179.15,28,1,1838,Strike,Right,1,,Maury,217135
AV09501,-46.06,179.15,29,1,1838,Sight,Right,0,,Maury,217136
AV09501,-45.05,177.76,2,2,1838,Sight,Right,0,,Maury,217140
AV09501,-44.9,177.6,4,2,1838,Strike,Right,0,,Maury,217142
AV09501,-44.61,177.25,10,2,1838,Strike,Right,1,,Maury,217148
AV09501,-44.63,177.06,11,2,1838,Strike,Right,1,,Maury,217149
AV09501,-44.51,178.06,15,2,1838,Strike,Right,1,,Maury,217153
AV09501,-44.38,177.61,16,2,1838,Strike,Right,1,,Maury,217154
AV09501,-44.91,178.66,19,3,1838,Sight,Right,0,,Maury,217166
AV09564,-35.9,110.53,4,11,1837,Sight,Right,0,,Maury,218088
AV09564,-37.31,113.68,5,11,1837,Sight,Right,0,,Maury,218089
AV09564,-38.05,114.78,6,11,1837,Sight,Right,0,,Maury,218090
AV09564,-38.78,116.61,7,11,1837,Sight,Right,0,,Maury,218091
AV09564,-40.41,119.53,8,11,1837,Sight,Right,0,,Maury,218092
AV09564,-41.18,123.13,9,11,1837,Sight,Right,0,,Maury,218093
AV09564,-41.55,125.3,10,11,1837,Sight,Right,0,,Maury,218094
AV09564,-42.06,127.78,11,11,1837,Sight,Right,0,,Maury,218095
AV09564,-41.71,130.08,12,11,1837,Sight,Right,0,,Maury,218096
AV09564,-40.86,131.41,13,11,1837,Sight,Right,0,,Maury,218097
AV09564,-42.01,131,16,11,1837,Sight,Right,0,,Maury,218100
AV09564,-34.13,-176.85,18,9,1839,Sight,Right,0,,Maury,217870
AV09564,-34.13,-176.85,18,9,1839,Sight,Right,0,,Maury,217872
AV09564,-34.13,-176.85,18,9,1839,Sight,Right,0,,Maury,217876
AV09564,-34.13,-176.85,18,9,1839,Sight,Right,0,,Maury,217878
AV09564,-37.95,-168.5,2,11,1839,Sight,Right,0,,Maury,218589
AV09565,-36.38,-31.66,17,12,1840,Sight,Right,0,,Maury,218897
AV09565,-35.68,121.06,24,9,1841,Sight,Right,0,,Maury,219134
AV09565,-35.66,122.25,22,10,1841,Strike,Right,0,,Maury,219162
AV09565,-36.08,119.41,26,10,1841,Strike,Right,0,,Maury,219166
AV09565,-39.16,129.23,22,11,1841,Strike,Right,0,,Maury,219193
AV09565,-43.5,134.43,9,1,1842,Strike,Right,1,,Maury,219222
AV09565,-43.16,133.66,10,1,1842,Strike,Right,0,,Maury,219223
AV09574,-31.96,-45.21,6,8,1825,Sight,Right,0,,CoML,68252
AV09574,-32.36,-46.06,8,8,1825,Sight,Right,0,,CoML,68254
AV09574,-33.7,-48,9,8,1825,Sight,Right,0,,CoML,68255
AV09674,56,-142,4,6,1846,Sight,Right,0,,Maury,222945
AV09674,56.6,-143.33,6,6,1846,Sight,Right,0,,Maury,222947
AV09674,57.1,-144.76,7,6,1846,Sight,Right,0,,Maury,222948
AV09674,56.93,-145.5,8,6,1846,Sight,Right,0,,Maury,222949
AV09674,56.6,-145.35,10,6,1846,Sight,Right,0,,Maury,222951
AV09674,56.28,-144.66,11,6,1846,Sight,Right,0,,Maury,222952
AV09674,56.48,-144.4,12,6,1846,Strike,Right,1,,Maury,222953
AV09674,57.2,-142.83,13,6,1846,Sight,Right,0,,Maury,222954
AV09674,56.95,-143.63,14,6,1846,Sight,Right,0,,Maury,222955
AV09674,56.65,-142.7,15,6,1846,Sight,Right,0,,Maury,222956
AV09674,56.96,-143.33,16,6,1846,Strike,Right,1,,Maury,222957
AV09674,57.15,-142.26,19,6,1846,Sight,Right,0,,Maury,222960
AV09674,57.31,-142.58,20,6,1846,Strike,Right,1,,Maury,222961
AV09674,57.28,-142.01,21,6,1846,Sight,Right,0,,Maury,222962
AV09674,57.2,-141.23,22,6,1846,Sight,Right,0,,Maury,222963
AV09674,57.33,-140.53,23,6,1846,Sight,Right,0,,Maury,222964
AV09674,57.35,-141,24,6,1846,Sight,Right,0,,Maury,222965
AV09674,57.38,-141.76,25,6,1846,Strike,Right,1,,Maury,222966
AV09674,57.5,-142.48,26,6,1846,Strike,Right,1,,Maury,222967
AV09674,57.51,-143,27,6,1846,Sight,Right,0,,Maury,222968
AV09674,57.55,-143.66,28,6,1846,Sight,Right,0,,Maury,222969
AV09674,57.33,-143.48,29,6,1846,Sight,Right,0,,Maury,222970
AV09674,56.88,-143,1,7,1846,Sight,Right,0,,Maury,222972
AV09674,57.83,-143,4,7,1846,Sight,Right,0,,Maury,222975
AV09674,57.48,-142.56,5,7,1846,Sight,Right,0,,Maury,222976
AV09674,57.46,-142,6,7,1846,Sight,Right,0,,Maury,222977
AV09674,57.5,-141.51,7,7,1846,Sight,Right,0,,Maury,222978
AV09674,58.2,-140.78,9,7,1846,Sight,Right,0,,Maury,222980
AV09674,57.53,-140,10,7,1846,Sight,Right,0,,Maury,222981
AV09674,57.05,-139.76,11,7,1846,Sight,Right,0,,Maury,222982
AV09674,57.21,-139.16,12,7,1846,Sight,Right,0,,Maury,222983
AV09674,57.35,-139.35,13,7,1846,Sight,Right,0,,Maury,222984
AV09674,57.65,-139.63,14,7,1846,Sight,Right,0,,Maury,222985
AV09674,57.38,-139.75,15,7,1846,Sight,Right,0,,Maury,222986
AV09674,57.38,-140.43,16,7,1846,Sight,Right,0,,Maury,222987
AV09674,56.83,-140,17,7,1846,Sight,Right,0,,Maury,222988
AV09674,57,-140.51,18,7,1846,Sight,Right,0,,Maury,222989
AV09674,57.25,-140.76,19,7,1846,Strike,Right,1,,Maury,222990
AV09674,57.16,-141.16,20,7,1846,Sight,Right,0,,Maury,222991
AV09674,57,-141.48,21,7,1846,Strike,Right,1,,Maury,222992
AV09674,56.86,-141.76,22,7,1846,Sight,Right,0,,Maury,222993
AV09674,57.33,-142,23,7,1846,Sight,Right,0,,Maury,222994
AV09674,57.38,-143,24,7,1846,Sight,Right,0,,Maury,222995
AV09674,57.26,-142.83,25,7,1846,Strike,Right,1,,Maury,222996
AV09674,57.16,-142.61,26,7,1846,Sight,Right,0,,Maury,222997
AV09674,56.88,-142.35,27,7,1846,Sight,Right,0,,Maury,222998
AV09674,56.75,-142.23,28,7,1846,Sight,Right,0,,Maury,222999
AV09674,56.91,-142.5,29,7,1846,Sight,Right,0,,Maury,223000
AV09674,57.33,-141.15,2,8,1846,Sight,Right,0,,Maury,223004
AV09674,57.51,-140.26,3,8,1846,Strike,Right,1,,Maury,223005
AV09674,57.6,-140.51,4,8,1846,Sight,Right,0,,Maury,223006
AV09674,56.68,-140.98,5,8,1846,Sight,Right,0,,Maury,223007
AV09674,56.3,-141.11,6,8,1846,Sight,Right,0,,Maury,223008
AV09674,56.11,-141.25,7,8,1846,Sight,Right,0,,Maury,223009
AV09674,56,-141,8,8,1846,Strike,Right,1,,Maury,223010
AV09674,55.91,-141.33,9,8,1846,Sight,Right,0,,Maury,223011
AV09674,55.76,-141.1,10,8,1846,Sight,Right,0,,Maury,223012
AV09674,55.53,-140.61,11,8,1846,Sight,Right,0,,Maury,223013
AV09674,55.53,-139.71,14,8,1846,Sight,Right,0,,Maury,223016
AV09674,54,-140,16,8,1846,Strike,Right,1,,Maury,223018
AV09674,53.31,-142.16,17,8,1846,Sight,Right,0,,Maury,223019
AV09674,53.33,-143.66,18,8,1846,Sight,Right,0,,Maury,223020
AV09674,53.35,-148.5,20,8,1846,Strike,Right,1,,Maury,223022
AV09674,53.45,-151.56,21,8,1846,Sight,Right,0,,Maury,223023
AV09674,53.35,-151,22,8,1846,Strike,Right,1,,Maury,223024
AV09674,53.06,-148,25,8,1846,Strike,Right,1,,Maury,223027
AV09674,52.95,-145.33,26,8,1846,Sight,Right,0,,Maury,223028
AV09674,53.7,-142,27,8,1846,Sight,Right,0,,Maury,223029
AV09674,53.6,-140.15,28,8,1846,Sight,Right,0,,Maury,223030
AV09674,-43.25,-161.6,16,11,1846,Sight,Right,0,,Maury,223089
AV09674,-43.5,-161.3,18,11,1846,Sight,Right,0,,Maury,223091
AV09674,-45.46,-161.15,21,11,1846,Sight,Right,0,,Maury,223094
AV09674,-44.33,-155.4,3,12,1846,Sight,Right,0,,Maury,223106
AV09674,-44.4,-153.55,5,12,1846,Sight,Right,0,,Maury,223108
AV09674,-44.43,-152.78,6,12,1846,Strike,Right,1,,Maury,223109
AV09674,-44.45,-152,7,12,1846,Strike,Right,1,,Maury,223110
AV09674,-44.5,-152,8,12,1846,Sight,Right,0,,Maury,223111
AV09674,-44.45,-150.76,13,12,1846,Sight,Right,0,,Maury,223116
AV09674,-44.46,-150.55,14,12,1846,Sight,Right,0,,Maury,223117
AV09674,-44.9,-148.66,19,12,1846,Strike,Right,1,,Maury,223122
AV09674,-45.4,-149.2,20,12,1846,Sight,Right,0,,Maury,223123
AV09674,-44.41,-149.78,22,12,1846,Sight,Right,0,,Maury,223125
AV09674,-45.83,-151.66,24,12,1846,Sight,Right,0,,Maury,223127
AV09674,-47.33,-152.85,30,12,1846,Sight,Right,0,,Maury,223133
AV09674,51.83,-164.88,15,5,1847,Sight,Right,0,,Maury,223230
AV09674,52.21,-164,16,5,1847,Sight,Right,0,,Maury,223231
AV09674,51.55,-163.33,17,5,1847,Sight,Right,0,,Maury,223232
AV09674,52.45,-161.65,20,5,1847,Sight,Right,0,,Maury,223235
AV09674,52.66,-161,21,5,1847,Sight,Right,0,,Maury,223236
AV09674,52.85,-159.6,22,5,1847,Sight,Right,0,,Maury,223237
AV09674,53.01,-159,23,5,1847,Strike,Right,1,,Maury,223238
AV09674,52.6,-159,25,5,1847,Sight,Right,0,,Maury,223240
AV09674,52.38,-160.1,26,5,1847,Sight,Right,0,,Maury,223241
AV09674,53,-158.31,29,5,1847,Sight,Right,0,,Maury,223244
AV09674,53.5,-160.78,1,6,1847,Strike,Right,0,,Maury,223247
AV09674,52.71,-157.36,3,6,1847,Sight,Right,0,,Maury,223249
AV09674,53.93,-154.23,9,6,1847,Strike,Right,0,,Maury,223255
AV09674,55,-146.7,13,6,1847,Sight,Right,0,,Maury,223259
AV09674,57.33,-144.58,16,6,1847,Strike,Right,1,,Maury,223262
AV09674,57.55,-144.33,19,6,1847,Sight,Right,0,,Maury,223265
AV09674,57.31,-143.83,20,6,1847,Sight,Right,0,,Maury,223266
AV09674,57.5,-143,21,6,1847,Strike,Right,1,,Maury,223267
AV09674,57.78,-142.63,22,6,1847,Sight,Right,0,,Maury,223268
AV09674,58.48,-142.1,25,6,1847,Sight,Right,0,,Maury,223271
AV09674,58.81,-142.33,26,6,1847,Sight,Right,0,,Maury,223272
AV09674,58.83,-142.61,27,6,1847,Sight,Right,0,,Maury,223273
AV09674,58.93,-142.31,28,6,1847,Sight,Right,0,,Maury,223274
AV09674,59.05,-142.5,30,6,1847,Sight,Right,0,,Maury,223276
AV09674,59.11,-143,1,7,1847,Sight,Right,0,,Maury,223277
AV09674,59.18,-142.76,2,7,1847,Sight,Right,0,,Maury,223278
AV09674,59.23,-142.65,3,7,1847,Sight,Right,0,,Maury,223279
AV09674,58.45,-142.5,5,7,1847,Strike,Right,1,,Maury,223281
AV09674,58.26,-142.81,6,7,1847,Strike,Right,1,,Maury,223282
AV09674,58.06,-142.33,7,7,1847,Sight,Right,0,,Maury,223283
AV09674,58.31,-142,8,7,1847,Sight,Right,0,,Maury,223284
AV09674,57.78,-141.76,9,7,1847,Strike,Right,0,,Maury,223285
AV09674,58.65,-141.83,10,7,1847,Sight,Right,0,,Maury,223286
AV09674,59.26,-142.1,11,7,1847,Sight,Right,0,,Maury,223287
AV09674,58.81,-142.3,12,7,1847,Strike,Right,1,,Maury,223288
AV09674,58,-141,17,7,1847,Sight,Right,0,,Maury,223293
AV09674,56,-140.2,23,7,1847,Sight,Right,0,,Maury,223299
AV09674,54.75,-138.66,25,7,1847,Strike,Right,0,,Maury,223301
AV09674,54.66,-138.48,27,7,1847,Strike,Right,1,,Maury,222735
AV09674,54.43,-138.3,28,7,1847,Strike,Right,1,,Maury,222736
AV09674,54.33,-138.06,29,7,1847,Sight,Right,0,,Maury,222737
AV09674,54,-137.93,30,7,1847,Sight,Right,0,,Maury,222698
AV09674,53.9,-137.66,31,7,1847,Strike,Right,1,,Maury,222699
AV09674,53.7,-137.4,1,8,1847,Sight,Right,0,,Maury,222700
AV09674,53.56,-137.5,2,8,1847,Sight,Right,0,,Maury,222701
AV09674,53.31,-137.65,4,8,1847,Sight,Right,0,,Maury,222703
AV09674,-35.95,-166,7,11,1847,Strike,Right,1,,Maury,222777
AV09674,-36,-165.66,10,11,1847,Strike,Right,1,,Maury,222780
AV09747,-37.03,-4.86,7,12,1861,Sight,Right,0,,CoML,69654
AV09747,-38.53,154.01,25,10,1863,Sight,Right,0,,CoML,70342
AV09770,-44.66,-77.5,16,11,1846,Sight,Right,0,,Maury,223535
AV09770,-44.25,-76.81,17,11,1846,Sight,Right,0,,Maury,223536
AV09770,-45,-76.76,19,11,1846,Sight,Right,0,,Maury,223538
AV09770,-44.76,-77,20,11,1846,Sight,Right,0,,Maury,223539
AV09770,-45.06,-76.75,22,11,1846,Sight,Right,0,,Maury,223541
AV09770,-44.61,-77.5,24,11,1846,Strike,Right,1,,Maury,223543
AV09770,-44.28,-77.5,28,11,1846,Sight,Right,0,,Maury,223547
AV09770,-43.9,-77.33,29,11,1846,Sight,Right,0,,Maury,223548
AV09770,-44.68,-77.08,30,11,1846,Sight,Right,0,,Maury,223549
AV09770,-43.4,-77.66,1,12,1846,Sight,Right,0,,Maury,223550
AV09770,-43.68,-79,4,12,1846,Sight,Right,0,,Maury,223553
AV09770,-44.5,-78.66,6,12,1846,Sight,Right,0,,Maury,223555
AV09770,-45.1,-77.75,7,12,1846,Sight,Right,0,,Maury,223556
AV09770,-45.63,-78,8,12,1846,Sight,Right,0,,Maury,223557
AV09770,-45.83,-78.16,9,12,1846,Sight,Right,0,,Maury,223558
AV09770,-46.5,-78,10,12,1846,Sight,Right,0,,Maury,223559
AV09770,-46.23,-77.5,11,12,1846,Sight,Right,0,,Maury,223560
AV09770,-45.9,-78,12,12,1846,Sight,Right,0,,Maury,223561
AV09770,-45.98,-78.33,13,12,1846,Sight,Right,0,,Maury,223562
AV09770,-45.83,-78.76,14,12,1846,Sight,Right,0,,Maury,223563
AV09770,-45.98,-78.16,15,12,1846,Sight,Right,0,,Maury,223564
AV09770,-45.83,-77.5,17,12,1846,Sight,Right,0,,Maury,223566
AV09770,34.63,176.33,8,4,1847,Sight,Right,0,,Maury,223385
AV09770,48.55,173,28,4,1847,Sight,Right,0,,Maury,223338
AV09770,49.43,169.35,5,5,1847,Sight,Right,0,,Maury,223345
AV09770,51.83,165.16,11,5,1847,Sight,Right,0,,Maury,223702
AV09770,52,164.75,12,5,1847,Sight,Right,0,,Maury,223703
AV09770,51.71,163.26,14,5,1847,Sight,Right,0,,Maury,223705
AV09770,51.33,162.5,15,5,1847,Sight,Right,0,,Maury,223706
AV09770,51.58,162,16,5,1847,Sight,Right,0,,Maury,223707
AV09770,52,162.45,17,5,1847,Sight,Right,0,,Maury,223708
AV09770,51.65,161.75,18,5,1847,Sight,Right,0,,Maury,223709
AV09770,50.23,163,20,5,1847,Sight,Right,0,,Maury,223468
AV09770,49.66,163,22,5,1847,Sight,Right,0,,Maury,223349
AV09770,50.41,161.18,25,5,1847,Sight,Right,0,,Maury,223352
AV09770,51.18,161.75,1,6,1847,Sight,Right,0,,Maury,223359
AV09770,52.33,160.33,3,6,1847,Strike,Right,1,,Maury,223361
AV09770,52.75,159.16,4,6,1847,Sight,Right,0,,Maury,223362
AV09770,51.66,160,6,6,1847,Sight,Right,0,,Maury,223364
AV09770,52,163.41,10,6,1847,Strike,Right,0,,Maury,223368
AV09770,52.31,164.16,11,6,1847,Sight,Right,0,,Maury,223369
AV09770,52.83,164.83,12,6,1847,Sight,Right,0,,Maury,223370
AV09770,52.96,164.66,13,6,1847,Sight,Right,0,,Maury,223371
AV09770,52.55,164.75,14,6,1847,Sight,Right,0,,Maury,223372
AV09770,52.66,164.5,15,6,1847,Strike,Right,1,,Maury,223373
AV09770,52.83,164.25,16,6,1847,Sight,Right,0,,Maury,223374
AV09770,52.5,163.26,18,6,1847,Sight,Right,0,,Maury,223376
AV09770,52.93,162.93,19,6,1847,Sight,Right,0,,Maury,223377
AV09770,53.4,162.5,20,6,1847,Sight,Right,0,,Maury,223378
AV09770,53,163.26,21,6,1847,Strike,Right,1,,Maury,223379
AV09770,52.43,162.81,25,6,1847,Sight,Right,0,,Maury,223383
AV09770,52.58,163.16,26,6,1847,Sight,Right,0,,Maury,223384
AV09770,52.73,161.5,29,6,1847,Sight,Right,0,,Maury,223387
AV09770,52.98,161,1,7,1847,Sight,Right,0,,Maury,223389
AV09770,53.73,160.33,2,7,1847,Sight,Right,0,,Maury,223390
AV09770,53.33,160.65,3,7,1847,Strike,Right,1,,Maury,223391
AV09770,53.58,160.5,6,7,1847,Sight,Right,0,,Maury,223394
AV09770,53,161.15,7,7,1847,Strike,Right,1,,Maury,223395
AV09770,52.66,160.81,8,7,1847,Sight,Right,0,,Maury,223396
AV09770,53,161,9,7,1847,Sight,Right,0,,Maury,223397
AV09770,53.66,161.31,10,7,1847,Strike,Right,1,,Maury,223398
AV09770,54,161.48,12,7,1847,Sight,Right,0,,Maury,223400
